create_date,location_id,location_name,md101_sn,msg,send_platform,cast,missing,age,keyword
2023/08/10 08:00:05,238,충청북도 전체,202423,"금일 낮부터 밤사이 태풍 카눈이 충북지역을 통과해 지나갈 것으로 예상되오니, 외출을 자제하시고 안전한 실내에 머물러 주시기 바랍니다",cbs,충청북도 재난안전대책본부,,,"[('자제하시고 안전한 실내에', 0.6593)]"
2023/08/09 13:28:04,238,충청북도 전체,201965,태풍 ‘카눈’이 충북지역에 10일 오후 3시경 최근접하여 강풍을 동반한 많은 비가 예상됨에 따라 도민들께서는 사전 대비하시기 바랍니다,cbs,충청북도 재난안전대책본부,,,"[('강풍을 동반한', 0.4282)]"
